condicion,actor_id,turno,conflict_vocab_overlap_rag,conflict_vocab_overlap_base,delta_conflict_vocab_overlap,ngram_overlap_weighted_rag,ngram_overlap_weighted_base,delta_ngram_overlap_weighted,conflict_vocab_count_rag,conflict_vocab_count_base,delta_conflict_vocab_count,conflict_vocab_density_response_rag,conflict_vocab_density_response_base,delta_conflict_vocab_density_response,autenticidad_lexica_rag,autenticidad_lexica_base,delta_autenticidad_lexica,autenticidad_emocional_rag,autenticidad_emocional_base,delta_autenticidad_emocional,goal_directedness_rag,goal_directedness_base,delta_goal_directedness,tactical_consistency_rag,tactical_consistency_base,delta_tactical_consistency,factual_grounding_rag,factual_grounding_base,delta_factual_grounding,grounding_score_rag,grounding_score_base,delta_grounding_score
bdi_rag,victimario,16,0.4,,,0.2,,,6,5,1.0,0.0316,0.0133,0.0183,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.3578,,
bdi_rag,victimario,17,1.0,,,0.5,,,9,9,0.0,0.0468,0.0314,0.0154,3.0,2.0,1.0,3.0,3.0,0.0,4.0,4.0,0.0,5.0,4.0,1.0,4.0,4.0,0.0,0.5317,,
bdi_rag,victimario,18,0.0,,,0.0,,,8,8,0.0,0.0366,0.0414,-0.0048,2.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,2.0,4.0,-2.0,0.108,,
bdi_rag,victimario,19,0.5833,,,0.2917,,,13,13,0.0,0.0575,0.0466,0.0109,2.0,2.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.3211,,
bdi_rag,victimario,20,0.8571,,,0.4285,,,13,13,0.0,0.039,0.041,-0.002,2.0,2.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.5185,,
bdi_rag,victimario,21,0.2,,,0.1,,,7,7,0.0,0.0116,0.0195,-0.0079,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.2637,,
bdi_rag,victimario,22,1.0,,,0.5,,,6,5,1.0,0.0255,0.022,0.0035,2.0,2.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,2.0,2.0,0.3883,,
bdi_rag,victimario,23,0.0,,,0.0,,,4,6,-2.0,0.0186,0.0303,-0.0117,1.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,3.0,3.0,0.0,0.1488,,
rag_only,tercero,1,0.3,,,0.15,,,6,7,-1.0,0.0645,0.0682,-0.0037,4.0,4.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.368,,
rag_only,tercero,2,0.5,,,0.55,,,13,7,6.0,0.0826,0.0531,0.0295,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,4.0,-1.0,0.3637,,
rag_only,tercero,3,0.7222,,,0.6611,,,18,12,6.0,0.0726,0.0722,0.0004,4.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.5037,,
rag_only,tercero,4,0.7,,,0.35,,,10,14,-4.0,0.0443,0.0521,-0.0078,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.5068,,
rag_only,tercero,5,0.5,,,0.55,,,15,14,1.0,0.0867,0.0677,0.019,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,4.0,0.0,0.353,,
rag_only,tercero,6,0.8667,,,0.5834,,,17,20,-3.0,0.0919,0.1101,-0.0182,4.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.5297,,
rag_only,tercero,7,0.5833,,,0.5917,,,22,13,9.0,0.1055,0.0407,0.0648,4.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.4235,,
rag_only,tercero,8,0.5909,,,0.2954,,,21,16,5.0,0.0622,0.0584,0.0038,3.0,3.0,0.0,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.4553,,
rag_only,tercero,9,0.375,,,0.4875,,,11,12,-1.0,0.0539,0.0413,0.0126,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,4.0,0.0,0.4197,,
rag_only,tercero,10,0.5333,,,0.3666,,,24,17,7.0,0.0629,0.0685,-0.0056,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.5138,,
rag_only,tercero,11,0.3,,,0.15,,,12,13,-1.0,0.0509,0.0537,-0.0028,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.3072,,
rag_only,tercero,12,0.4,,,0.2,,,10,17,-7.0,0.052,0.0442,0.0078,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,4.0,1.0,3.0,3.0,0.0,0.4043,,
rag_only,tercero,13,0.4444,,,0.3222,,,17,23,-6.0,0.072,0.0736,-0.0016,3.0,3.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,4.0,0.0,0.3641,,
rag_only,tercero,14,0.1429,,,0.0714,,,7,26,-19.0,0.0214,0.0678,-0.0464,4.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,0.0,5.0,4.0,1.0,4.0,3.0,1.0,0.3375,,
rag_only,tercero,15,0.3333,,,0.1666,,,11,10,1.0,0.0376,0.0279,0.0097,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.5445,,
rag_only,tercero,16,0.5,,,0.25,,,11,15,-4.0,0.0359,0.0514,-0.0155,4.0,4.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,3.0,1.0,0.421,,
rag_only,tercero,17,0.3889,,,0.1945,,,14,22,-8.0,0.0393,0.0751,-0.0358,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.3067,,
rag_only,tercero,18,0.9231,,,0.7615,,,17,17,0.0,0.083,0.0798,0.0032,4.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,4.0,0.0,0.5163,,
rag_only,tercero,19,0.5,,,0.25,,,20,12,8.0,0.0887,0.0547,0.034,2.0,2.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.5774,,
rag_only,tercero,20,0.4737,,,0.2369,,,13,15,-2.0,0.0464,0.0602,-0.0138,4.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.5941,,
rag_only,tercero,21,0.3571,,,0.1785,,,10,16,-6.0,0.0444,0.0415,0.0029,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.5498,,
rag_only,tercero,22,0.2857,,,0.1429,,,8,12,-4.0,0.0318,0.0456,-0.0138,2.0,2.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,2.0,2.0,0.5973,,
rag_only,tercero,23,0.5882,,,0.4941,,,17,12,5.0,0.0639,0.0316,0.0323,4.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,0.5389,,
rag_only,victima,1,0.4545,,,0.5272,,,11,6,5.0,0.0826,0.0521,0.0305,4.0,5.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.2944,,
rag_only,victima,2,0.3333,,,0.4667,,,13,9,4.0,0.1101,0.0734,0.0367,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,4.0,0.0,0.3872,,
rag_only,victima,3,0.3889,,,0.4945,,,20,9,11.0,0.1019,0.0596,0.0423,4.0,4.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,3.0,2.0,1.0,0.2185,,
rag_only,victima,4,0.15,,,0.075,,,8,7,1.0,0.0909,0.0397,0.0512,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,4.0,1.0,4.0,4.0,0.0,0.1996,,
rag_only,victima,5,0.2143,,,0.1071,,,10,12,-2.0,0.0588,0.0497,0.0091,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.4743,,
rag_only,victima,6,0.6429,,,0.3215,,,19,10,9.0,0.1172,0.0636,0.0536,3.0,4.0,-1.0,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.2791,,
rag_only,victima,7,0.3043,,,0.1522,,,11,7,4.0,0.0654,0.022,0.0434,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.3148,,
rag_only,victima,8,0.1333,,,0.2167,,,3,8,-5.0,0.0161,0.0449,-0.0288,4.0,4.0,0.0,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.2412,,
rag_only,victima,9,0.1053,,,0.2026,,,7,13,-6.0,0.0542,0.0529,0.0013,4.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.1646,,
rag_only,victima,10,0.7143,,,0.6572,,,7,10,-3.0,0.0471,0.049,-0.0019,4.0,4.0,0.0,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.4059,,
rag_only,victima,11,0.3125,,,0.1562,,,10,9,1.0,0.0469,0.0418,0.0051,3.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.1963,,
rag_only,victima,12,0.2,,,0.1,,,5,9,-4.0,0.0061,0.0378,-0.0317,3.0,4.0,-1.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.366,,
rag_only,victima,13,0.375,,,0.1875,,,11,7,4.0,0.0696,0.0355,0.0341,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.3291,,
rag_only,victima,14,0.0769,,,0.0384,,,2,6,-4.0,0.0076,0.0215,-0.0139,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,4.0,0.0,0.4026,,
rag_only,victima,15,0.2,,,0.1,,,14,12,2.0,0.0807,0.0579,0.0228,4.0,4.0,0.0,3.0,4.0,-1.0,4.0,4.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,0.3771,,
rag_only,victima,16,0.3889,,,0.1945,,,8,9,-1.0,0.0338,0.0267,0.0071,3.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,4.0,3.0,1.0,4.0,3.0,1.0,0.586,,
rag_only,victima,17,0.5455,,,0.5727,,,17,13,4.0,0.1098,0.0693,0.0405,3.0,3.0,0.0,3.0,2.0,1.0,4.0,4.0,0.0,5.0,4.0,1.0,4.0,3.0,1.0,0.4252,,
rag_only,victima,18,0.5,,,0.4,,,21,16,5.0,0.1183,0.0932,0.0251,3.0,2.0,1.0,2.0,2.0,0.0,4.0,4.0,0.0,3.0,2.0,1.0,4.0,4.0,0.0,0.3558,,
rag_only,victima,19,0.4667,,,0.5333,,,9,8,1.0,0.0373,0.0248,0.0125,2.0,2.0,0.0,3.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.5039,,
rag_only,victima,20,0.2941,,,0.147,,,13,18,-5.0,0.0723,0.0545,0.0178,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.2669,,
rag_only,victima,21,0.3684,,,0.1842,,,15,11,4.0,0.0994,0.0504,0.049,3.0,3.0,0.0,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.4343,,
rag_only,victima,22,0.6471,,,0.6236,,,17,14,3.0,0.0854,0.0635,0.0219,3.0,2.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,5.0,4.0,1.0,0.4664,,
rag_only,victima,23,0.5455,,,0.2727,,,9,8,1.0,0.0337,0.0351,-0.0014,2.0,2.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.3701,,
rag_only,victimario,1,0.1364,,,0.0682,,,5,2,3.0,0.043,0.0274,0.0156,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,5.0,-1.0,4.0,4.0,0.0,0.3177,,
rag_only,victimario,2,0.0714,,,0.0357,,,8,6,2.0,0.0674,0.0519,0.0155,4.0,3.0,1.0,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.3095,,
rag_only,victimario,3,0.35,,,0.175,,,10,6,4.0,0.0479,0.0354,0.0125,3.0,2.0,1.0,3.0,4.0,-1.0,4.0,4.0,0.0,4.0,5.0,-1.0,3.0,3.0,0.0,0.2987,,
rag_only,victimario,4,0.3043,,,0.1522,,,7,5,2.0,0.0183,0.0339,-0.0156,4.0,3.0,1.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.3636,,
rag_only,victimario,5,0.1538,,,0.0769,,,5,6,-1.0,0.0353,0.0421,-0.0068,4.0,3.0,1.0,3.0,3.0,0.0,4.0,4.0,0.0,2.0,4.0,-2.0,4.0,3.0,1.0,0.2715,,
rag_only,victimario,6,0.2632,,,0.1316,,,8,5,3.0,0.0549,0.0545,0.0004,3.0,3.0,0.0,2.0,3.0,-1.0,4.0,4.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,0.586,,
rag_only,victimario,7,0.1176,,,0.0588,,,4,10,-6.0,0.0226,0.0288,-0.0062,4.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0,0.3546,,
rag_only,victimario,8,0.2778,,,0.1389,,,10,12,-2.0,0.0345,0.0573,-0.0228,3.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.5051,,
rag_only,victimario,9,0.1739,,,0.0869,,,7,11,-4.0,0.0474,0.0479,-0.0005,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,4.0,-1.0,0.4865,,
rag_only,victimario,10,0.5,,,0.25,,,5,8,-3.0,0.0251,0.0355,-0.0104,3.0,2.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.2707,,
rag_only,victimario,11,0.125,,,0.0625,,,4,5,-1.0,0.0331,0.0403,-0.0072,2.0,2.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,2.0,1.0,0.4662,,
rag_only,victimario,12,0.25,,,0.125,,,1,3,-2.0,0.0069,0.0276,-0.0207,2.0,2.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,0.3885,,
rag_only,victimario,13,0.375,,,0.1875,,,9,6,3.0,0.0552,0.0283,0.0269,2.0,2.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.4174,,
rag_only,victimario,14,0.2308,,,0.1154,,,9,7,2.0,0.0333,0.028,0.0053,3.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.2325,,
rag_only,victimario,15,0.0,,,0.0,,,4,9,-5.0,0.0171,0.0309,-0.0138,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,5.0,4.0,1.0,2.0,2.0,0.0,0.2346,,
rag_only,victimario,16,0.0,,,0.0,,,3,5,-2.0,0.0136,0.0133,0.0003,2.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.3411,,
rag_only,victimario,17,0.3333,,,0.1666,,,8,9,-1.0,0.0189,0.0314,-0.0125,2.0,2.0,0.0,2.0,3.0,-1.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.3846,,
rag_only,victimario,18,0.0,,,0.0,,,6,8,-2.0,0.0251,0.0414,-0.0163,1.0,1.0,0.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.2615,,
rag_only,victimario,19,0.5,,,0.55,,,7,13,-6.0,0.0372,0.0466,-0.0094,2.0,2.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.331,,
rag_only,victimario,20,0.7692,,,0.6846,,,18,13,5.0,0.0474,0.041,0.0064,2.0,2.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,2.0,3.0,-1.0,0.4074,,
rag_only,victimario,21,0.1429,,,0.0714,,,10,7,3.0,0.02,0.0195,0.0005,3.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,3.0,1.0,0.4745,,
rag_only,victimario,22,0.1667,,,0.0833,,,4,5,-1.0,0.0109,0.022,-0.0111,2.0,2.0,0.0,4.0,3.0,1.0,4.0,4.0,0.0,4.0,5.0,-1.0,2.0,2.0,0.0,0.3066,,
rag_only,victimario,23,0.0,,,0.0,,,7,6,1.0,0.0181,0.0303,-0.0122,2.0,1.0,1.0,2.0,2.0,0.0,4.0,4.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,0.2484,,
